CME_num,LASCO_Start,Start_Date,Arrival_Date,PE_duration,Arrival_v,Transit_time,Transit_time_err,LASCO_Date,LASCO_v,LASCO_pa,LASCO_da,LASCO_halo,v_r,v_r_err,Theta_source,Phi_source,source_err,POS_source_angle,rel_wid,Mass,SW_type,Bz,DST,v_r_stat,Accel.,Analyitic_w,Analyitic_gamma,filename,Wind speed,Wind dens
index,datetime,datetime,datetime,hours,km/s,hours,hours,datetime,km/s,deg,deg,,km/s,km/s,arcsec,arcsec,arcsec,deg,rad,g,,nT,nT,km/s,m/s^2,km/s,km^-1,,km/s,1/cm^3
133,2005-08-31 11:30:05.000,2005-08-31 14:20:55.280,2005-09-02 18:00:00,10.0,650,51.65111111111111,0.4603,2005-08-31 11:30:05,825.0,-9999.0,360.0,FH,1621.3,376.98,-10.943856907154641,-1.9252282385880712,20.0,78.89012515470796,1.1519173063162575,2400000000000000.0,S,10,-60.0,888.775,96.721,622.92,1.932e-07,CME_0133_param_inv.txt,      406.692,      42.5108
134,2005-09-09 19:48:05.000,2005-09-09 20:55:48.320,2005-09-11 05:00:00,26.0,900,32.069722222222225,0.4321,2005-09-09 19:48:05,2257.0,-9999.0,360.0,FH,2586.4,647.45,-49.230463976801154,-7.0561681915904195,20.0,40.3964107996964,1.1519173063162575,1.6e+17,S,10,-139.0,2359.439,-121.0,743.78,5.0744e-08,CME_0134_param_inv.txt,      464.923,      12.7477
135,2006-04-10 06:06:04.000,2006-04-10 13:57:40.000,2006-04-13 15:00:00,16.0,520,73.03888888888889,1.6861,2006-04-10 06:06:04,183.0,232.0,251.0,HH,319.46,73.803,33.12479310413793,-10.796432551348977,20.0,55.351760051373525,0.5585053606381855,3000000000000000.0,F,18,-98.0,229.44099999999997,0,522.44,1.5406e-06,CME_0135_param_inv.txt,      684.154,      2.43615
136,2006-07-06 08:54:04.000,2006-07-06 11:44:37.720,2006-07-10 21:00:00,22.0,380,105.25611111111111,0.27254,2006-07-06 08:54:04,911.0,-9999.0,360.0,FH,1139.1,218.33,-19.57509274536273,-6.09309994500275,20.0,69.53409689087978,1.1519173063162575,-9999.0,S,8,-27.0,977.0969999999999,1.3886,0,0,CME_0136_param_inv.txt,      584.154,      2.61923
137,2006-08-16 16:30:04.000,2006-08-16 18:23:25.840,2006-08-20 13:00:00,27.0,400,90.60944444444445,0.2332,2006-08-16 16:30:04,888.0,-9999.0,360.0,FH,1373.7,167.74,9.634407659234077,-14.068122187781222,20.0,73.00419117301703,1.1519173063162575,1e+16,S,8,-79.0,953.4759999999999,0,397.53,1.2387e-06,CME_0137_param_inv.txt,      299.000,      6.66308
138,2006-08-26 20:57:06.000,2006-08-26 23:16:20.880,2006-08-30 20:00:00,35.0,400,92.72749999999999,0.27371,2006-08-26 20:57:06,786.0,164.0,208.0,HH,1291.5,156.52,-6.024735226477352,-7.588754324567543,20.0,80.32146856751422,1.1519173063162575,7400000000000000.0,S,8,-35.0,848.722,0,0,0,CME_0138_param_inv.txt,      328.692,      6.10000
139,2006-12-13 02:54:04.000,2006-12-13 04:04:10.600,2006-12-14 22:00:00,15.0,740,41.930277777777775,0.15376,2006-12-13 02:54:04,1774.0,-9999.0,360.0,FH,2234.5,302.88,22.98931035741652,-6.000951910336543,20.0,66.2815503669955,1.1519173063162575,4700000000000000.0,S,13,-162.0,1863.398,0,674.66,9.7146e-08,CME_0139_param_inv.txt,      628.308,      1.79231
140,2006-12-14 22:30:04.000,2006-12-15 01:00:50.440,2006-12-17 00:00:00,17.0,580,46.98583333333333,0.081841,2006-12-14 22:30:04,1042.0,-9999.0,360.0,FH,1194.4,74.221,31.286893008043297,197.537668119028,20.0,-54.573133160101854,1.1519173063162575,7500000000000000.0,S,4,-56.0,1111.634,-11.511,175.82,8.8225e-09,CME_0140_param_inv.txt,      776.000,      10.8077
141,2007-11-15 18:50:04.000,2007-11-16 15:44:58.000,2007-11-19 23:00:00,13.0,460,79.25055555555555,0.5826,2007-11-15 18:50:04,125.0,279.0,199.0,HH,234.24,19.566,62.57378601609237,-395.0753362380551,20.0,22.145417208697754,0.5585053606381855,380000000000000.0,S,18,-59.0,169.875,1.9549,0,0,CME_0141_param_inv.txt,      594.538,      2.87462
142,2008-12-12 08:54:04.000,2008-12-12 21:38:06.400,2008-12-17 03:00:00,11.0,350,101.36472222222223,0.22146,2008-12-12 08:54:04,203.0,297.0,184.0,HH,422.42,18.229,181.59619989581873,-356.4026096753471,20.0,-86.0648097606802,0.5585053606381855,810000000000000.0,S,9,-15.0,249.981,6.8798,331.25,1.1609e-07,CME_0142_param_inv.txt,      371.615,      6.02538
143,2010-02-07 03:54:03.000,2010-02-07 08:51:53.040,2010-02-11 08:00:00,19.0,360,95.135,0.46657,2010-02-07 03:54:03,421.0,-9999.0,360.0,FH,614.4,59.949,-2.943267336633169,21.827254637268133,20.0,67.98480956068826,0.7853981633974483,-9999.0,S,7,-7.0,473.86699999999996,0,343.46,1.6574e-07,CME_0143_param_inv.txt,      363.077,      5.95846
144,2010-04-03 10:33:58.000,2010-04-03 13:24:56.920,2010-04-05 12:00:00,26.0,640,46.58416666666667,0.28458,2010-04-03 10:33:58,668.0,-9999.0,360.0,FH,953.76,96.071,31.37117734113294,-4.3152342382880855,20.0,58.363434903287285,1.1519173063162575,-9999.0,S,9,-81.0,727.536,0,0,0,CME_0144_param_inv.txt,      449.769,      5.10923
145,2010-04-08 04:54:07.000,2010-04-08 19:21:21.400,2010-04-12 01:00:00,14.0,410,77.6438888888889,0.066438,2010-04-08 04:54:07,264.0,249.0,160.0,PH,164.99,17.949,-238.91196636353365,-622.3869509981344,20.0,3.9225384188666936,0.5585053606381855,1300000000000000.0,S,11,-67.0,312.628,-2.5652,0,0,CME_0145_param_inv.txt,      594.923,      2.41000
146,2010-05-24 14:06:05.000,2010-05-24 17:36:20.120,2010-05-28 19:00:00,22.0,360,97.39416666666666,0.54732,2010-05-24 14:06:05,427.0,-9999.0,360.0,FH,809.19,125.3,10.177523224767754,4.753712662873372,20.0,78.77763491468639,0.7853981633974483,-9999.0,S,14,-80.0,480.02899999999994,0,352.6,3.792e-07,CME_0146_param_inv.txt,      318.077,      6.15538
147,2010-10-26 01:36:05.000,2010-10-26 18:22:56.600,2010-10-31 05:00:00,40.0,340,106.6175,0.33282,2010-10-26 01:36:05,214.0,198.0,83.0,N,395.9,5.2497,-909.2100295781667,-295.42024662245024,20.0,-25.069701100106315,0.7243116395776468,1.9e+16,F,9,-11.0,261.278,6.5388,332.83,3.2195e-07,CME_0147_param_inv.txt,      612.077,      2.30923
148,2011-02-15 02:24:05.000,2011-02-15 05:07:09.440,2011-02-18 19:00:00,37.0,470,85.88055555555556,0.20454,2011-02-15 02:24:05,669.0,-9999.0,360.0,FH,1136.6,88.499,-2.194739910167516,-14.50392323094529,20.0,75.3344849805402,1.1519173063162575,4300000000000000.0,S,10,-32.0,728.563,0,0,0,CME_0148_param_inv.txt,      417.231,      15.9354
149,2011-03-03 06:12:05.000,2011-03-03 13:39:30.560,2011-03-06 09:00:00,45.0,430,67.34138888888889,1.0405,2011-03-03 06:12:05,263.0,169.0,206.0,HH,530.26,136.8,-9.333740914584759,-18.364880446477322,20.0,69.47249977325485,0.7853981633974483,1400000000000000.0,S,6,-27.0,311.601,8.2248,0,0,CME_0149_param_inv.txt,      632.846,      2.89538
150,2011-03-24 17:48:06.000,2011-03-25 10:31:57.600,2011-03-29 23:00:00,29.0,360,108.46722222222222,1.0736,2011-03-24 17:48:06,193.0,87.0,36.0,N,202.05,13.27,50.03317416825443,954.6898352253726,20.0,-21.794355006111264,0.3141592653589793,110000000000000.0,F,12,-4.0,239.71099999999998,0,366.63,3.7088e-07,CME_0150_param_inv.txt,      493.462,      6.79308
151,2011-05-25 05:24:07.000,2011-05-25 16:45:03.400,2011-05-28 05:00:00,16.0,510,60.248888888888885,0.19418,2011-05-25 05:24:07,276.0,320.0,38.0,N,329.55,47.173,732.338487621743,-614.5049548603316,20.0,-15.128478730870553,0.3316125578789226,110000000000000.0,S,11,-80.0,324.952,1.5415,0,0,CME_0151_param_inv.txt,      372.692,      7.97846
152,2011-06-02 07:24:05.000,2011-06-02 20:36:23.000,2011-06-05 02:00:00,17.0,510,53.39361111111111,0.52172,2011-06-02 07:24:05,253.0,74.0,61.0,N,258.6,10.34,263.5093121610512,918.9661813170328,20.0,6.136918995155468,0.5323254218582705,140000000000000.0,F,12,-45.0,301.33099999999996,0,0,0,CME_0152_param_inv.txt,      461.154,      3.61385
153,2011-06-14 07:24:07.000,2011-06-14 12:12:07.360,2011-06-17 05:00:00,8.0,500,64.79777777777778,0.58891,2011-06-14 06:12:05,571.0,64.0,188.0,HH,941.28,85.111,6.50055242237888,17.131074946252685,20.0,71.71166892107922,1.1519173063162575,1.5e+16,F,9,-5.0,627.9169999999999,29.409,450.76,7.8326e-08,CME_0153_param_inv.txt,      524.923,      4.95077
154,2011-08-02 06:36:05.000,2011-08-02 09:26:39.440,2011-08-05 05:00:00,9.0,430,67.55555555555556,0.30059,2011-08-02 06:36:05,712.0,288.0,268.0,HH,990.79,246.61,24.467528191196816,9.851762137297712,20.0,63.737230434485426,1.1519173063162575,5100000000000000.0,F,5,-15.0,772.7239999999999,-21.254,329.03,3.451e-08,CME_0154_param_inv.txt,      494.769,      1.63538
155,2011-08-04 04:12:05.000,2011-08-04 05:53:12.800,2011-08-06 22:00:00,24.0,540,64.11305555555555,0.14374,2011-08-04 04:12:05,1315.0,-9999.0,360.0,FH,1533.4,331.24,34.94053890800761,23.81800995424895,20.0,48.58442646618006,1.1519173063162575,1.1e+16,S,4,-115.0,1392.0049999999999,-67.3,527.62,3.4568e-07,CME_0155_param_inv.txt,      354.462,      3.25846
156,2011-09-06 23:05:57.000,2011-09-07 02:43:56.520,2011-09-10 03:00:00,12.0,470,72.2675,0.24899,2011-09-06 23:05:57,575.0,-9999.0,360.0,FH,753.29,126.86,27.488279351412146,16.1962810406094,20.0,58.41867243700574,0.7853981633974483,1.5e+16,F,14,-75.0,632.025,-3.4675,440.99,1.2021e-07,CME_0156_param_inv.txt,      406.077,      4.60923
157,2011-09-14 00:00:05.000,2011-09-14 03:08:49.160,2011-09-17 14:00:00,16.0,430,82.85277777777777,0.46577,2011-09-14 00:00:05,408.0,334.0,242.0,HH,896.62,128.09,-10.00080920211998,-6.441092432306309,20.0,78.12223445241742,0.7853981633974483,2500000000000000.0,S,11,-72.0,460.51599999999996,0,423.84,5.3711e-07,CME_0157_param_inv.txt,      540.077,      2.45462
158,2011-09-24 12:48:07.000,2011-09-24 14:05:30.280,2011-09-26 20:00:00,43.0,580,53.908055555555556,0.57279,2011-09-24 12:48:07,1915.0,-9999.0,360.0,FH,2541.4,748.78,41.860896151298114,11.19641629479632,20.0,46.93606613830781,1.1519173063162575,1.6e+16,S,7,-118.0,2008.205,53.752,543.16,1.3727e-07,CME_0158_param_inv.txt,      369.308,      6.22846
159,2011-10-02 02:00:06.000,2011-10-02 14:49:57.600,2011-10-05 10:00:00,12.0,450,67.16722222222222,0.15561,2011-10-02 02:00:06,259.0,167.0,103.0,PH,261.6,3.2888,-84.60840833834824,-7.540294730650923,20.0,5.344833293177823,0.5585053606381855,300000000000000.0,S,12,-43.0,307.493,0,0,0,CME_0159_param_inv.txt,      487.615,      4.02231
160,2011-10-22 01:25:53.000,2011-10-22 04:54:11.840,2011-10-24 22:00:00,18.0,460,65.09666666666666,0.45888,2011-10-22 01:25:53,593.0,-9999.0,360.0,FH,966.1,151.43,40.428603330878815,-6.284175325678858,20.0,49.168936828448736,1.1519173063162575,1.6e+16,F,21,-147.0,650.511,17.703,363.56,3.7164e-08,CME_0160_param_inv.txt,      338.000,      5.05846
161,2011-10-27 12:00:06.000,2011-10-27 16:13:00.360,2011-11-02 01:00:00,27.0,380,128.78305555555556,0.32398,2011-10-27 12:00:06,570.0,-9999.0,360.0,FH,724.61,117.78,-14.891918073902515,30.468574439277084,20.0,56.403801143619326,0.7853981633974483,5800000000000000.0,S,6,-66.0,626.89,-5.7423,0,0,CME_0161_param_inv.txt,      426.538,      1.99462
162,2011-11-09 13:36:05.000,2011-11-09 16:02:44.480,2011-11-13 10:00:00,40.0,370,89.95416666666667,0.18027,2011-11-09 13:36:05,907.0,-9999.0,360.0,FH,1131.0,188.96,14.538835588063032,2.5624677361751975,20.0,75.24186929466846,1.1519173063162575,1.4e+16,F,5,-13.0,972.9889999999999,-29.958,355.01,2.0205e-07,CME_0162_param_inv.txt,      342.462,      6.21615
163,2011-11-26 07:12:06.000,2011-11-26 10:03:52.440,2011-11-29 00:00:00,8.0,450,61.93527777777778,0.21186,2011-11-26 07:12:06,933.0,-9999.0,360.0,FH,1173.8,166.3,20.93744056541344,10.518042257815086,20.0,66.6756339051065,1.1519173063162575,1.2e+16,S,15,-25.0,999.6909999999999,10.263,329.38,3.1872e-08,CME_0163_param_inv.txt,      394.077,      4.18846
164,2012-01-18 12:24:05.000,2012-01-18 19:03:45.680,2012-01-21 06:00:00,26.0,320,58.937222222222225,0.59738,2012-01-18 12:24:05,267.0,172.0,203.0,HH,465.94,44.57,-31.41418744765691,5.550604617442283,20.0,58.14866300459038,0.5585053606381855,2200000000000000.0,S,10,-10.0,315.709,0,0,0,CME_0164_param_inv.txt,      396.077,      5.18154
165,2012-01-19 14:36:05.000,2012-01-19 17:32:31.160,2012-01-22 23:00:00,8.0,450,77.45777777777778,0.16904,2012-01-19 14:36:05,1120.0,-9999.0,360.0,FH,1772.3,97.494,-21.328746937551045,4.43954934084432,20.0,68.23521775865214,1.1519173063162575,1.9e+16,S,9,-71.0,1191.74,119.0,442.26,4.604e-07,CME_0165_param_inv.txt,      380.769,      3.36231
166,2012-02-24 03:46:02.000,2012-02-24 07:14:15.080,2012-02-27 19:00:00,21.0,440,83.76222222222222,0.18437,2012-02-24 03:46:02,800.0,341.0,189.0,HH,995.19,115.54,10.487996200379962,17.538068193180685,20.0,69.65012890498242,1.1519173063162575,6300000000000000.0,S,13,-57.0,863.0999999999999,18.003,438.84,2.8408e-06,CME_0166_param_inv.txt,      445.615,      3.90154
167,2012-03-07 00:24:06.000,2012-03-07 01:16:10.296,2012-03-09 03:00:00,52.0,550,49.73027777777778,0.61788,2012-03-07 00:24:06,2684.0,-9999.0,360.0,FH,3567.4,840.76,-6.927238001813539,11.374222183001441,20.0,76.70613256321228,1.1519173063162575,1.4e+16,F,7,-145.0,2797.968,-139.8,479.97,7.795e-08,CME_0167_param_inv.txt,      382.385,      12.3792
168,2012-03-13 17:36:05.000,2012-03-13 18:56:12.440,2012-03-15 17:00:00,17.0,680,46.06305555555555,0.35424,2012-03-13 17:36:05,1884.0,-9999.0,360.0,FH,2283.1,578.84,41.77320266993325,9.97999975000625,20.0,47.26520548712539,1.1519173063162575,2.3e+16,S,9,-88.0,1976.368,10.002,629.59,1.1597e-07,CME_0168_param_inv.txt,      566.462,     0.847692
169,2012-05-12 00:00:05.000,2012-05-12 01:49:45.440,2012-05-16 16:00:00,30.0,370,110.17055555555555,0.57666,2012-05-12 00:00:05,805.0,-9999.0,360.0,FH,1493.5,463.99,-5.38564646867331,-1.2212022004899326,53.35764807144378,84.47803225693069,1.1519173063162575,4600000000000000.0,F,10,-39.0,868.2349999999999,0,0,0,CME_0169_param_inv.txt,      555.000,      1.65769
170,2012-06-14 14:12:07.000,2012-06-14 16:40:10.360,2012-06-16 23:00:00,13.0,440,54.33027777777778,0.1756,2012-06-14 14:12:07,987.0,-9999.0,360.0,FH,1179.4,173.85,-8.843335488668343,-25.33473035119084,20.0,63.2627442109088,1.1519173063162575,1.2e+16,S,28,-86.0,1055.149,-15.758,26.173,7.9214e-09,CME_0170_param_inv.txt,      361.846,      4.41308
171,2012-07-02 08:36:04.000,2012-07-02 10:39:26.680,2012-07-05 00:00:00,32.0,470,61.3425,0.20582,2012-07-02 08:36:04,1074.0,-9999.0,360.0,FH,1350.5,286.91,6.598509806853354,17.89063155066576,20.0,70.96872441645506,1.1519173063162575,6000000000000000.0,S,8,-19.0,1144.4979999999998,-37.398,387.68,5.0304e-08,CME_0171_param_inv.txt,      614.538,      3.02462
172,2012-07-04 17:24:04.000,2012-07-04 20:39:47.200,2012-07-09 00:00:00,14.0,410,99.33666666666667,0.4536,2012-07-04 17:24:04,662.0,-9999.0,360.0,FH,953.92,140.6,20.569541889999154,-12.54355243229665,20.0,66.049902470005,1.1519173063162575,340000000000000.0,S,12,-78.0,721.3739999999999,0,0,0,CME_0172_param_inv.txt,      488.154,      2.90538
173,2012-07-12 16:48:05.000,2012-07-12 18:59:30.440,2012-07-15 06:00:00,47.0,490,59.00805555555556,0.94641,2012-07-12 16:48:05,885.0,-9999.0,360.0,FH,1379.7,618.67,4.636879026610878,-13.536452231209879,20.0,75.70543863156324,1.1519173063162575,6900000000000000.0,S,16,-139.0,950.3949999999999,0,403.91,4.9857e-08,CME_0173_param_inv.txt,      460.769,      1.54077
174,2012-09-28 00:12:05.000,2012-09-28 02:45:48.200,2012-10-01 00:00:00,24.0,370,69.23638888888888,0.15815,2012-09-28 00:12:05,947.0,-9999.0,360.0,FH,999.16,260.76,33.04059158767135,3.162375172734419,20.0,56.82550427343508,1.1519173063162575,9200000000000000.0,S,14,-122.0,1014.069,-42.44,185.35,1.6798e-08,CME_0174_param_inv.txt,      387.692,      2.97615
175,2012-10-05 02:48:05.000,2012-10-05 07:22:19.520,2012-10-08 18:00:00,18.0,390,82.62777777777778,0.59097,2012-10-05 02:48:05,612.0,258.0,284.0,FH,1066.9,113.91,42.48888682226356,-14.377903241935163,20.0,45.586842877451964,1.1519173063162575,1e+16,S,16,-107.0,670.024,43.405,364.55,1.273e-07,CME_0175_param_inv.txt,      312.385,      5.69846
176,2012-10-27 16:48:05.000,2012-10-27 23:58:50.120,2012-11-01 00:00:00,27.0,340,96.01916666666666,0.92955,2012-10-27 16:48:05,317.0,-9999.0,360.0,FH,605.03,79.811,16.600134085772762,-3.991540663062246,20.0,72.93985949429025,0.7853981633974483,4900000000000000.0,F,11,-65.0,367.05899999999997,14.534,306.42,7.6454e-08,CME_0176_param_inv.txt,      311.462,      6.73154
177,2012-11-09 15:12:08.000,2012-11-09 19:29:33.800,2012-11-13 08:00:00,19.0,380,84.50722222222223,0.365,2012-11-09 15:12:08,559.0,175.0,276.0,FH,822.42,146.06,2.068269695505075,2.1730676155397415,20.0,87.00034820605431,0.7853981633974483,5000000000000000.0,S,21,-108.0,615.593,12.213,346.52,9.1283e-08,CME_0177_param_inv.txt,      351.154,      6.77538
178,2012-11-20 12:00:07.000,2012-11-20 15:38:22.720,2012-11-24 12:00:00,22.0,380,92.36027777777778,0.49126,2012-11-20 12:00:07,619.0,-9999.0,360.0,FH,986.34,155.76,18.689859630052517,18.7628996690965,20.0,63.7570417328664,1.1519173063162575,8400000000000000.0,F,12,-40.0,677.213,15.626,373.06,4.2853e-07,CME_0178_param_inv.txt,      391.846,      6.44846
179,2012-11-23 13:48:06.000,2012-11-23 17:19:00.720,2012-11-26 12:00:00,41.0,450,66.68305555555555,0.55857,2012-11-23 13:48:06,519.0,-9999.0,360.0,FH,912.76,231.65,-2.9759868503287423,-1.968443813904653,20.0,86.43239809223836,1.1519173063162575,6900000000000000.0,F,6,-8.0,574.5129999999999,8.8008,349.63,3.4106e-08,CME_0179_param_inv.txt,      317.308,      10.9138
180,2013-01-13 12:00:06.000,2013-01-13 22:37:25.200,2013-01-17 16:00:00,20.0,390,89.37611111111111,0.55336,2013-01-13 12:00:06,229.0,348.0,176.0,PH,391.87,93.407,20.79711226804832,-4.355227748576571,20.0,68.77154896194035,0.5585053606381855,320000000000000.0,F,12,-52.0,276.683,4.6234,0,0,CME_0180_param_inv.txt,      416.846,      6.08154
181,2013-03-15 07:12:05.000,2013-03-15 09:23:02.720,2013-03-17 15:00:00,49.0,520,53.615833333333335,0.21222,2013-03-15 07:12:05,1063.0,-9999.0,360.0,FH,1402.0,313.96,38.731313594773425,1.9518689021849638,20.0,51.2272568571536,1.1519173063162575,1.3e+16,F,9,-132.0,1133.2009999999998,24.431,388.89,3.4401e-08,CME_0181_param_inv.txt,      475.077,      11.1223
182,2013-04-11 07:24:06.000,2013-04-11 09:26:44.760,2013-04-14 17:00:00,30.0,410,79.55416666666666,0.27367,2013-04-11 07:24:06,861.0,-9999.0,360.0,FH,1336.7,367.06,-17.094550600455,5.746129410101358,20.0,71.99290587711846,1.1519173063162575,2.2e+16,S,9,-6.0,925.747,-40.551,389.59,1.6741e-07,CME_0182_param_inv.txt,      386.154,      8.04231
183,2013-06-23 22:36:05.000,2013-06-24 09:05:47.000,2013-06-28 02:00:00,34.0,390,88.9036111111111,1.9868,2013-06-23 22:36:05,174.0,284.0,174.0,PH,291.45,59.428,8.876965490640519,-12.579580768663003,20.0,74.64506298943476,0.5585053606381855,390000000000000.0,F,10,-102.0,220.19799999999998,0,0,0,CME_0183_param_inv.txt,      549.538,      3.14769
184,2013-07-09 15:12:09.000,2013-07-09 20:30:55.800,2013-07-13 05:00:00,43.0,430,80.48444444444445,0.27335,2013-07-09 15:12:09,449.0,-9999.0,360.0,FH,600.4,32.91,5.143069484721647,-15.480393422951106,20.0,73.7074676607609,0.7853981633974483,3400000000000000.0,S,13,-81.0,502.62299999999993,0,404.61,1.183e-07,CME_0184_param_inv.txt,      347.462,      12.8669
185,2013-09-29 22:12:05.000,2013-09-30 00:31:59.840,2013-10-02 23:00:00,23.0,470,70.46666666666667,0.17994,2013-09-29 22:12:05,1179.0,-9999.0,360.0,FH,1382.7,109.74,27.375530886461927,19.926346646436507,58.8000071365507,56.60000498939631,1.1519173063162575,2.2e+16,F,7,-72.0,1252.3329999999999,0,449.16,1.8498e-07,CME_0185_param_inv.txt,      294.154,      8.48000
186,2013-10-06 14:43:22.000,2013-10-06 18:01:46.480,2013-10-09 09:00:00,39.0,480,62.97027777777778,0.34294,2013-10-06 14:43:22,567.0,-9999.0,360.0,FH,869.57,96.571,10.040163072894686,-12.062784018278727,20.0,74.35331391245266,0.7853981633974483,460000000000000.0,F,6,-69.0,623.809,0,339.59,2.3093e-08,CME_0186_param_inv.txt,     0.000000,     0.000000
187,2013-12-12 03:36:05.000,2013-12-12 05:50:26.480,2013-12-15 16:00:00,13.0,460,82.15916666666666,0.23145,2013-12-12 03:36:05,1002.0,214.0,276.0,FH,1290.5,265.95,-12.119374221881486,-1.3593707219106517,20.0,77.80576048651515,1.1519173063162575,1.4e+16,S,7,-23.0,1070.5539999999999,-33.06,0,0,CME_0187_param_inv.txt,      319.615,      5.78385
188,2014-02-04 01:25:46.000,2014-02-04 03:53:12.280,2014-02-08 01:00:00,35.0,420,93.11305555555555,0.32026,2014-02-04 01:25:46,528.0,233.0,181.0,HH,956.41,223.58,-50.24946289325597,-13.97408015478804,20.0,38.354252234789776,1.1519173063162575,6900000000000000.0,F,9,-39.0,583.756,-5.6127,0,0,CME_0188_param_inv.txt,      357.000,      7.16538
189,2014-02-12 06:00:05.000,2014-02-12 13:40:45.440,2014-02-16 05:00:00,11.0,380,87.32055555555556,2.2096,2014-02-12 06:00:05,373.0,-9999.0,360.0,FH,421.23,129.59,-7.658177645508172,-9.431346909800872,162.6060594820429,77.87289403108328,0.5585053606381855,5000000000000000.0,F,15,-24.0,424.57099999999997,0,0,0,CME_0189_param_inv.txt,      420.615,      1.44231
190,2014-04-02 13:36:20.000,2014-04-02 15:23:06.200,2014-04-05 22:00:00,31.0,380,78.61472222222223,0.20418,2014-04-02 13:36:20,1471.0,-9999.0,360.0,FH,1815.7,276.23,31.507353652926945,-1.779302973940522,inf,58.44760726610926,1.1519173063162575,1.4e+16,S,13,-15.0,1552.2169999999999,1.0945,346.95,1.0449e-07,CME_0190_param_inv.txt,      433.615,      4.05615
191,2014-04-18 13:25:51.000,2014-04-18 15:14:01.800,2014-04-21 07:00:00,26.0,540,63.766111111111115,0.13845,2014-04-18 13:25:51,1203.0,-9999.0,360.0,FH,1494.6,326.11,10.870499678962585,-23.104201941137326,20.0,64.5936713833036,1.1519173063162575,2e+16,S,6,-32.0,1276.981,21.187,526.12,3.0929e-07,CME_0191_param_inv.txt,      436.538,      4.42000
192,2014-08-15 17:48:07.000,2014-08-15 23:25:00.280,2014-08-19 16:00:00,37.0,360,88.58305555555556,0.37461,2014-08-15 17:48:07,342.0,-9999.0,360.0,FH,544.82,38.494,16.515773553523168,17.845093016633637,20.0,65.86926768160339,0.7853981633974483,2300000000000000.0,S,17,-28.0,392.734,0,257.39,1.9649e-08,CME_0192_param_inv.txt,      356.769,      5.45385
193,2014-09-10 18:00:05.000,2014-09-10 19:41:36.560,2014-09-12 22:00:00,28.0,600,50.30638888888889,0.18734,2014-09-10 18:00:05,1267.0,-9999.0,360.0,FH,1543.8,395.06,-7.198544738283369,16.460171305424755,20.0,72.07456216462877,1.1519173063162575,2.1e+16,S,20,-88.0,1342.7089999999998,-69.213,518.52,6.2385e-08,CME_0193_param_inv.txt,      375.923,      10.2677
194,2014-09-12 18:24:05.000,2014-09-12 21:06:02.480,2014-09-17 02:00:00,42.0,310,100.89916666666667,0.4168,2014-09-12 18:24:05,808.0,335.0,217.0,HH,1308.9,207.62,11.687988611668116,-0.301509964180446,20.0,78.30817715124444,1.1519173063162575,1.2e+16,S,9,-18.0,871.3159999999999,25.792,289.96,1.3465e-07,CME_0194_param_inv.txt,      659.000,      17.6531
195,2014-12-17 05:00:05.000,2014-12-17 08:23:00.200,2014-12-22 04:00:00,13.0,380,115.61638888888889,0.27995,2014-12-17 05:00:05,587.0,-9999.0,360.0,FH,800.78,152.9,3.922379229992787,-26.449699028903055,20.0,63.281793139582696,0.7853981633974483,1.2e+16,S,16,-71.0,644.3489999999999,-11.685,0,0,CME_0195_param_inv.txt,     0.000000,     0.000000
196,2015-01-03 03:12:08.000,2015-01-03 18:40:05.600,2015-01-07 07:00:00,13.0,450,84.33166666666666,5.47,2015-01-03 03:12:08,163.0,118.0,153.0,PH,208.69,79.533,61.47496550129354,5.369788404040964,129.60036073612935,28.38845680918918,0.5585053606381855,2800000000000000.0,F,16,-99.0,208.90099999999998,0,451.76,1.8582e-06,CME_0196_param_inv.txt,      455.308,      12.3062
197,2015-03-15 01:48:05.000,2015-03-15 04:15:42.800,2015-03-17 13:00:00,16.0,560,56.738055555555555,0.25458,2015-03-15 01:48:05,719.0,-9999.0,360.0,FH,1116.4,194.87,32.13623584606923,-22.187274545424245,20.0,51.63613022621858,1.1519173063162575,3e+16,S,20,-223.0,779.9129999999999,-18.333,495.51,6.8029e-08,CME_0197_param_inv.txt,      334.846,      11.4377
198,2015-06-21 02:36:05.000,2015-06-21 04:15:35.960,2015-06-23 02:00:00,36.0,610,45.739999999999995,0.27666,2015-06-21 02:36:05,1366.0,-9999.0,360.0,FH,1810.4,481.99,-8.55316474250287,8.555644297354972,20.0,77.92480564318113,1.1519173063162575,9600000000000000.0,F,14,-204.0,1444.3819999999998,4.1032,477.9,4.1416e-08,CME_0198_param_inv.txt,      314.538,      7.24231
200,2015-07-10 02:24:04.000,2015-07-10 12:26:13.600,2015-07-13 06:00:00,33.0,490,65.56277777777778,0.37579,2015-07-10 02:24:04,348.0,181.0,138.0,PH,613.06,14.088,-51.81863927529399,-19.736480538799047,20.0,35.58004702984531,0.7853981633974483,4800000000000000.0,S,8,-61.0,398.89599999999996,15.378,0,0,CME_0200_param_inv.txt,      349.308,      5.30308
201,2015-08-12 14:48:05.000,2015-08-12 19:38:27.920,2015-08-15 21:00:00,11.0,500,73.35888888888888,0.20863,2015-08-12 14:48:05,647.0,221.0,204.0,HH,783.18,56.621,7.629283035848206,-3.2753992300384978,20.0,81.70116242792307,0.7853981633974483,7700000000000000.0,F,12,-84.0,705.9689999999999,9.9856,497.56,1.5362e-06,CME_0201_param_inv.txt,      404.077,      5.94462
